,Unnamed: 0.1,Unnamed: 0,Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period,t,o,tao,Cubic,Tetra,Ortho,Hex,PBE,HSE,Expt,Decomp(PBE),Decomp(HSE),Band gap(HSE-mf1),A_En_mull,B_En_mull,X_En_mull,x(S),CBM,VBM,n_abs(%),n_cu(%),n_STH(%)
2709,66842,66842,22859,CsGe0.625Pb0.250Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.63,0.0,0.25,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.0,2654.5,1037.6,6.48,108.13,81.5,723.88,22.09,270.53,1.96,45.25,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8838834764831844,0.5102040816326531,4.101445686930132,0,0,0,1,0,1,0,-0.2659145713700003,-0.2904699809325005,2.054604430025,2.1826697585,4.173599967,7.589258675,5.248308843462291,-0.21899337155020948,1.8356110584747904,49.91,47.05,23.482654999999994
3003,67669,67669,23161,CsBa0.125Ge0.625Sn0.250Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.63,0.25,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.01,2920.63,1008.72,5.6,92.22,98.75,716.32,22.68,299.06,1.86,39.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8809074378418269,0.5153061224489796,4.107834568849016,0,0,0,1,0,1,0,-0.1968993179049993,-0.1936546502925007,2.0586926253999973,2.1826697585,4.2238150005,7.589258675,5.260877596818546,-0.20846871588145266,1.8502239095185447,49.71,47.0,23.363699999999998
1247,33748,33748,12377,CsBa0.125Ca0.125Ge0.375Pb0.125Sn0.250Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.13,0.38,0.25,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2616.38,919.92,5.88,104.98,63.0,688.96,16.39,257.05,1.77,44.25,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8663228776126575,0.5408163265306123,4.161114234380931,0,1,0,0,0,1,0,-0.1334113885284998,-0.13121678315675,1.9389965643000031,2.1826697585,3.8967695140000003,7.589258675,5.176761577715683,-0.2327367044343187,1.7062598598656844,55.72,41.79,23.285387999999998
558,16772,16772,5948,CsBa0.125Ca0.125Ge0.375Pb0.250Sn0.125Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.13,0.38,0.13,0.25,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.07,2509.75,931.87,6.39,116.04,61.63,689.83,16.09,242.99,1.82,48.25,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8634637262013947,0.5459183673469388,4.176242409727179,1,0,0,0,0,1,0,-0.1243860774945001,-0.0934909743177498,1.942170204275002,2.1826697585,3.894178439,7.589258675,5.176072958773344,-0.23501214336415754,1.7071580609108445,55.54,41.71,23.165734
1833,50130,50130,18452,CsCa0.125Ge0.750Pb0.125Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.75,0.0,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.93,2802.75,1122.71,5.6,85.37,84.25,734.74,25.51,292.3,1.92,36.75,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9052924188201472,0.4744897959183674,4.094118631422381,0,0,1,0,0,1,0,-0.272016329275,-0.279068354665,2.0659929690500025,2.1826697585,4.2441290285,7.589258675,5.265928225904075,-0.20706825862092693,1.8589247104290756,49.38,46.91,23.164157999999997
421,16126,16126,5787,CsCa0.125Ge0.375Pb0.250Sn0.125Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.38,0.13,0.25,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.05,2456.88,936.87,6.26,109.83,47.13,695.65,16.11,242.58,1.82,46.0,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8692010267077163,0.5357142857142857,4.147520811489702,1,0,0,0,0,1,0,-0.2160178002374999,-0.1879471003849999,1.9341623130500032,2.1826697585,3.849197377,7.589258675,5.164059718488564,-0.24302143803643828,1.691140875013565,56.03,40.99,22.966697000000003
471,16220,16220,5847,CsCa0.250Ge0.250Pb0.250Sn0.250Br3,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.05,2440.75,857.32,6.38,109.65,48.75,694.0,13.07,239.31,1.82,46.0,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8692010267077163,0.5357142857142857,4.147520811489702,1,0,0,0,0,1,0,-0.221801393572499,-0.1975800257800006,1.9310260981000016,2.1826697585,3.8490419125,7.589258675,5.164018003769681,-0.24149504528032018,1.6895310528196814,56.17,40.88,22.962296000000002
1173,33225,33225,12288,CsCa0.250Ge0.375Pb0.375Br3,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.38,0.0,0.38,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.02,2363.0,957.56,6.64,114.95,47.25,701.55,15.85,230.74,1.88,47.75,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8779513726141697,0.5204081632653061,4.115611491391544,0,1,0,0,0,1,0,-0.2301215936500003,-0.2543429350349992,1.947439210050001,2.1826697585,3.88039392,7.589258675,5.172403331558953,-0.24131627346604811,1.706122936583953,55.22,41.58,22.960476
1745,50004,50004,18364,CsGeBr2.125Cl0.500I0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.167,0.708,0.125,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,332.11,265.41,3.36,78.37,324.97,1142.0,5.25,14.74,2.96,34.25,3.96,0.9244858976643906,0.4438775510204081,4.138263644996318,0,0,1,0,0,1,0,-0.3269997069350004,-0.2807095656574997,1.930872769999999,2.1826697585,4.571174515,7.6020585855,5.350099929922919,-0.055336455077080626,1.8755363149229183,56.17,40.74,22.883658
1216,33697,33697,12340,CsBa0.125Ge0.500Pb0.125Sn0.125Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.13,0.5,0.13,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2632.5,999.47,5.76,105.16,61.38,690.61,19.42,260.32,1.77,44.25,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8663228776126575,0.5408163265306123,4.161114234380931,0,1,0,0,0,1,0,-0.1191502877664997,-0.1131937263194999,1.9614340055500032,2.1826697585,3.8969249785,7.589258675,5.176802883202417,-0.2439141195725847,1.7175198859774186,54.6,41.91,22.88286
1627,49875,49875,18235,CsGe0.750Pb0.125Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.75,0.0,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.96,2790.0,1113.96,5.73,91.31,82.75,729.7,25.47,290.08,1.92,39.0,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8959914693117212,0.4897959183673469,4.089385411558496,0,0,1,0,0,1,0,-0.2690402889024994,-0.2794992653550004,2.0758964141749963,2.1826697585,4.2102377675,7.589258675,5.257491076373068,-0.22045713071443074,1.8554392834605655,48.9,46.79,22.880309999999998
1757,50016,50016,18376,CsGeBr2.625Cl0.250I0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.083,0.875,0.042,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,329.36,263.17,3.2,78.16,325.4,1143.69,5.22,14.61,2.96,34.25,3.96,0.9244858976643906,0.4438775510204081,4.138263644996318,0,0,1,0,0,1,0,-0.3391371946625008,-0.3045310498999994,1.9256108320749947,2.1826697585,4.571174515,7.613044743500001,5.354737626320826,-0.04806778971667136,1.8775430423583233,56.34,40.4,22.76136
1752,50011,50011,18371,CsGeBr2.375Cl0.375I0.250,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.125,0.792,0.083,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,330.74,264.29,3.28,78.26,325.18,1142.84,5.23,14.67,2.96,34.25,3.96,0.9244858976643906,0.4438775510204081,4.138263644996318,0,0,1,0,0,1,0,-0.330001093167501,-0.2840853768775002,1.9295426831000024,2.1826697585,4.571174515,7.607499843,5.352397237034454,-0.05237410451554747,1.877168578584455,56.17,40.52,22.760084000000003
1153,33194,33194,12268,CsCa0.250Ge0.250Pb0.125Sn0.375Br3,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.25,0.38,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.05,2547.38,845.38,5.88,98.59,50.13,693.14,13.38,253.37,1.78,42.0,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8692010267077163,0.5357142857142857,4.147520811489702,0,1,0,0,0,1,0,-0.2388196200375,-0.2385635586524999,1.9530635441000004,2.1826697585,3.8517366305,7.589258675,5.1647408681757945,-0.2517909038742061,1.7012726402257943,54.91,41.3,22.67783
2704,66832,66832,22850,CsGe0.625Sn0.250Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.63,0.25,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.99,2867.75,1013.72,5.47,86.01,84.25,722.15,22.7,298.64,1.86,37.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8868796916577035,0.5051020408163265,4.096423757523503,0,0,0,1,0,1,0,-0.2647544747324996,-0.2605492943024999,2.0852771324999977,2.1826697585,4.17888576,7.589258675,5.249637549202876,-0.23300101704712328,1.8522761154528744,48.36,46.66,22.564776
1732,49991,49991,18351,CsGeBr1.750Cl0.750I0.500,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.583,0.167,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,329.62,262.63,3.45,76.62,325.77,1145.78,5.18,14.62,2.96,33.5,3.92,0.9244858976643906,0.4438775510204081,4.138263644996318,0,0,1,0,0,1,0,-0.3210736261325,-0.27123505081,1.927413632775003,2.1826697585,4.571174515,7.625792832499999,5.360115750111815,-0.043591066275687096,1.883822566499316,56.34,40.05,22.56417
556,16769,16769,5946,CsBa0.125Ca0.125Ge0.375Pb0.125Sn0.250Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.13,0.38,0.25,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2616.38,919.92,5.88,104.98,63.0,688.96,16.39,257.05,1.77,44.25,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8663228776126575,0.5408163265306123,4.161114234380931,1,0,0,0,0,1,0,-0.1273311496507498,-0.0888699602397499,1.9867709793749977,2.1826697585,3.8967695140000003,7.589258675,5.176761577715683,-0.256623911971816,1.7301470674031818,53.35,42.29,22.561715
1257,33763,33763,12387,CsBa0.125Ca0.125Ge0.500Pb0.125Sn0.125Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.13,0.5,0.13,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.03,2645.25,1008.22,5.64,99.22,62.88,695.65,19.46,262.54,1.78,42.0,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8750150803980687,0.5255102040816326,4.124800123392641,0,1,0,0,0,1,0,-0.1529073597327499,-0.1461284071312501,2.011158938350001,2.1826697585,3.9308162395,7.589258675,5.185776173668158,-0.259803295506843,1.7513556428431578,52.06,43.18,22.479508
2645,66655,66655,22736,Cs0.750Rb0.250GeBr3,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.71,948.25,304.31,1.79,121.05,45.84,382.52,2.15,68.1,0.8,50.5,5.75,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9169900660617064,0.4438775510204081,4.161495723386933,0,0,0,1,0,1,0,-0.3150973527999988,-0.3152961223825,1.9329411541999948,2.2198257740000003,4.571174515,7.589258675,5.362767289521432,-0.04370328757856623,1.8892378666214285,56.03,40.12,22.479236
1107,33109,33109,12214,CsCa0.125Ge0.375Pb0.375Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.38,0.0,0.38,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.05,2350.25,948.81,6.76,120.89,45.75,696.51,15.8,228.52,1.87,50.0,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8692010267077163,0.5357142857142857,4.147520811489702,0,1,0,0,0,1,0,-0.2028581753949997,-0.2268506888424994,1.9715164966499987,2.1826697585,3.846502659,7.589258675,5.163336472484414,-0.26242177584058535,1.7090947208094134,53.98,41.43,22.363914
1755,50014,50014,18374,CsGeBr2.500Cl0.375I0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.125,0.833,0.042,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.95,325.5,259.26,3.21,76.31,326.4,1148.32,5.13,14.42,2.97,33.5,3.92,0.9252567455951632,0.4461538461538462,4.126769392122754,0,0,1,0,0,1,0,-0.3433989815249978,-0.2932930810325003,1.9341682111499965,2.1826697585,4.571174515,7.642220247999999,5.3670407966251,-0.04004330894989827,1.8941249022000983,56.03,39.91,22.361573
1716,49975,49975,18335,CsGeBr1.375ClI0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333,0.458,0.208,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,327.14,259.85,3.53,74.88,326.56,1149.57,5.11,14.5,2.96,32.75,3.88,0.9244858976643906,0.4438775510204081,4.138263644996318,0,0,1,0,0,1,0,-0.2954310607199991,-0.2482399690225003,1.9242789913500016,2.1826697585,4.571174515,7.649527079499999,5.370119108881741,-0.03202038679326036,1.892258604556741,56.48,39.59,22.360432
2628,66512,66512,22669,Cs0.625Rb0.375GeBr3,0.0,0.38,0.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.69,950.38,305.7,1.74,115.12,46.02,385.94,2.19,68.29,0.8,48.25,5.63,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9119928449932502,0.4438775510204081,4.178410079170353,0,0,0,1,0,1,0,-0.2924560983225004,-0.2903232309649995,1.9206088006750013,2.238481514,4.571174515,7.589258675,5.371751035686562,-0.02855336465093916,1.8920554360240622,56.65,39.47,22.359755
1102,33099,33099,12205,CsCa0.125Ge0.375Pb0.125Sn0.250Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.38,0.25,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.04,2563.5,924.92,5.75,98.77,48.5,694.79,16.41,256.64,1.78,42.0,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8720983634634085,0.5306122448979592,4.135426831529346,0,1,0,0,0,1,0,-0.2186625437625002,-0.2187363237424991,1.976759862,2.1826697585,3.8518402734999997,7.589258675,5.164768662572338,-0.26361126842766247,1.7131485935723374,53.85,41.52,22.358520000000002
1168,33219,33219,12283,CsCa0.250Ge0.375Pb0.125Sn0.250Br3,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.38,0.25,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.01,2576.25,933.67,5.63,92.83,50.0,699.83,16.45,258.86,1.78,39.75,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8809074378418269,0.5153061224489796,4.107834568849016,0,1,0,0,0,1,0,-0.2402400125575002,-0.2394928285999993,2.002810920850001,2.1826697585,3.8857315345,7.589258675,5.1738255127938855,-0.26757994763111537,1.7352309732188855,52.58,42.38,22.283404
1681,49940,49940,18300,CsGeBr0.750Cl1.375I0.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.458,0.25,0.292,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,326.02,258.19,3.69,73.24,327.15,1152.51,5.06,14.45,2.96,32.0,3.83,0.9244858976643906,0.4438775510204081,4.138263644996318,0,0,1,0,0,1,0,-0.3004160491750002,-0.2355158662624995,1.914177823774997,2.1826697585,4.571174515,7.667820068999999,5.377820651731353,-0.01926826015614569,1.8949095636188513,56.96,39.12,22.282752000000002
1703,49962,49962,18322,CsGeBr1.125Cl1.125I0.750,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.375,0.375,0.25,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,328.51,260.97,3.61,74.98,326.35,1148.72,5.13,14.57,2.96,32.75,3.88,0.9244858976643906,0.4438775510204081,4.138263644996318,0,0,1,0,0,1,0,-0.2815730375275,-0.2400712045650006,1.9368497701250007,2.1826697585,4.571174515,7.6440340005000005,5.367805026495575,-0.040619858566925515,1.8962299115580752,55.86,39.89,22.282554
527,16718,16718,5911,CsBa0.125Ge0.500Pb0.125Sn0.125Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.13,0.5,0.13,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2632.5,999.47,5.76,105.16,61.38,690.61,19.42,260.32,1.77,44.25,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8663228776126575,0.5408163265306123,4.161114234380931,1,0,0,0,0,1,0,-0.1098750227207498,-0.0686230515276501,2.004190256500006,2.1826697585,3.8969249785,7.589258675,5.176802883202417,-0.2652922450475861,1.73889801145242,52.38,42.54,22.282452
1749,50008,50008,18368,CsGeBr2.250Cl0.500I0.250,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.167,0.75,0.083,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.95,326.88,260.38,3.29,76.41,326.19,1147.47,5.15,14.49,2.97,33.5,3.92,0.9252567455951632,0.4461538461538462,4.126769392122754,0,0,1,0,0,1,0,-0.3326785042199995,-0.2804427833774996,1.939541757225,2.1826697585,4.571174515,7.636727169,5.364725829164255,-0.045045049448244945,1.8944967077767552,55.72,39.99,22.282428
487,16246,16246,5863,CsCa0.250Ge0.375Pb0.375Br3,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.38,0.0,0.38,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.02,2363.0,957.56,6.64,114.95,47.25,701.55,15.85,230.74,1.88,47.75,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8779513726141697,0.5204081632653061,4.115611491391544,1,0,0,0,0,1,0,-0.2229064855649998,-0.1995542950000002,1.9993351338000016,2.1826697585,3.88039392,7.589258675,5.172403331558953,-0.2672642353410484,1.7320708984589532,52.71,42.27,22.280517
1727,49986,49986,18346,CsGeBr1.625Cl0.875I0.500,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.292,0.542,0.167,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,325.76,258.72,3.45,74.77,326.77,1150.42,5.09,14.43,2.97,32.75,3.88,0.9244858976643906,0.4438775510204081,4.138263644996318,0,0,1,0,0,1,0,-0.3247541515524992,-0.2705040232000004,1.9320770025250016,2.1826697585,4.571174515,7.6550201585,5.372432526671881,-0.03360597459062009,1.8984710279343815,56.03,39.56,22.165468
1741,50000,50000,18360,CsGeBr2Cl0.625I0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.208,0.667,0.125,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,328.25,261.51,3.37,76.52,325.98,1146.63,5.16,14.55,2.96,33.5,3.92,0.9244858976643906,0.4438775510204081,4.138263644996318,0,0,1,0,0,1,0,-0.3327024827324992,-0.2799561359799996,1.9532650034250003,2.1826697585,4.571174515,7.631285911500001,5.362432044262203,-0.05420045745029767,1.8990645459747026,54.91,40.36,22.161675999999996
1059,32852,32852,11989,CsGe0.500Pb0.125Sn0.125Sr0.250Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.5,0.13,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.04,2579.63,1004.47,5.63,98.95,46.88,696.44,19.45,259.91,1.78,42.0,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8720983634634085,0.5306122448979592,4.135426831529346,0,1,0,0,0,1,0,-0.2010053302149993,-0.1975268376799993,1.9959279402000072,2.1826697585,3.8519957380000003,7.589258675,5.164810353045362,-0.27315361705464203,1.7227743231453652,52.91,41.76,22.095215999999997
1710,49969,49969,18329,CsGeBr1.250Cl1.125I0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.375,0.417,0.208,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.95,323.28,255.94,3.53,73.03,327.57,1154.2,5.02,14.31,2.97,32.0,3.83,0.9252567455951632,0.4461538461538462,4.126769392122754,0,0,1,0,0,1,0,-0.2966194346199995,-0.2450111682675002,1.921014005650003,2.1826697585,4.571174515,7.678754405499999,5.3824206142217665,-0.018086388603235304,1.9029276170467675,56.65,39.0,22.0935
1181,33237,33237,12296,CsCa0.250Ge0.500Pb0.250Br3,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.25,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.98,2498.5,1033.91,5.88,98.12,48.5,707.38,19.22,250.29,1.84,41.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8898962892483762,0.5,4.092750169127973,0,1,0,0,0,1,0,-0.2362827003024994,-0.2482095167824999,2.0333096154500008,2.1826697585,3.917083542,7.589258675,5.182147694567788,-0.274507113157213,1.7588025022927878,50.94,43.37,22.092677999999996
1179,33235,33235,12294,CsCa0.250Ge0.500Pb0.125Sn0.125Br3,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.5,0.13,0.13,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.98,2605.13,1021.97,5.38,87.06,49.88,706.51,19.53,264.35,1.79,37.5,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8898962892483762,0.5,4.092750169127973,0,1,0,0,0,1,0,-0.2422233742624996,-0.2350740326475002,2.0327566335249965,2.1826697585,3.9197264384999997,7.589258675,5.18284679557255,-0.27353152118994895,1.7592251123350475,50.94,43.37,22.092677999999996
