,Unnamed: 0.1,Unnamed: 0,Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period,t,o,tao,Cubic,Tetra,Ortho,Hex,PBE,HSE,Expt,Decomp(PBE),Decomp(HSE),Band gap(HSE-mf1),A_En_mull,B_En_mull,X_En_mull,x(S),CBM,VBM,n_abs(%),n_cu(%),n_STH(%)
359,33121,33121,12223,CsCa0.125Ge0.500Sn0.375Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.5,0.38,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.99,2851.63,934.17,5.6,85.83,85.88,720.5,19.67,295.37,1.86,37.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8868796916577035,0.5051020408163265,4.096423757523503,0,1,0,0,0,1,0,-0.2595615210725004,-0.2478510437700005,1.7336246772750017,2.1826697585,4.178782117,7.589258675,5.249611509075745,-0.05720082956175632,1.6764238477132454,66.24,36.51,24.184223999999993
134,16114,16114,5779,CsCa0.125Ge0.375Sn0.500Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.38,0.5,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.03,2822.75,845.87,5.84,91.59,86.0,713.81,16.59,289.88,1.86,39.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8750150803980687,0.5255102040816326,4.124800123392641,1,0,0,0,0,1,0,-0.2490950351574996,-0.2062516675775003,1.7706934567000014,2.1826697585,4.144735391499999,7.589258675,5.241029226946858,-0.0843175014031432,1.6863759552968582,64.3,37.61,24.18323
147,16174,16174,5826,CsCa0.125Ge0.875Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.88,0.0,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.89,2938.25,1199.06,4.85,68.54,85.5,740.56,28.89,311.85,1.88,30.5,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9179982773299038,0.4540816326530612,4.118418101168446,1,0,0,0,0,1,0,-0.2524455340324999,-0.2043259799075003,1.971156121075,2.1826697585,4.280766829,7.589258675,5.27498870713,-0.15058935340750002,1.8205667676675,53.98,44.8,24.183039999999995
114,15867,15867,5560,CsGe0.500Sn0.375Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.5,0.38,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.02,2838.88,925.42,5.72,91.77,84.38,715.46,19.63,293.15,1.86,39.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8779513726141697,0.5204081632653061,4.115611491391544,1,0,0,0,0,1,0,-0.2340654833049995,-0.1925604390475003,1.7135215159999992,2.1826697585,4.144890856,7.589258675,5.241068543413979,-0.05569221458602103,1.6578293014139782,67.1,36.04,24.182839999999995
682,50673,50673,18519,CsBa0.125Ge0.500Sn0.375Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.5,0.38,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.04,2891.75,920.42,5.85,97.99,98.88,709.64,19.6,293.56,1.85,41.75,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8720983634634085,0.5306122448979592,4.135426831529346,0,0,1,0,0,1,0,-0.1943321288899999,-0.1849044665330001,1.859001162025007,2.1826697585,4.189871918,7.589258675,5.252394877246633,-0.1171057037658706,1.7418954582591364,59.71,40.5,24.182550000000003
369,33153,33153,12251,CsCa0.125Ge0.875Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.88,0.0,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.89,2938.25,1199.06,4.85,68.54,85.5,740.56,28.89,311.85,1.88,30.5,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9179982773299038,0.4540816326530612,4.118418101168446,0,1,0,0,0,1,0,-0.2658586123799999,-0.2503060258674991,1.9328284641999964,2.1826697585,4.280766829,7.589258675,5.27498870713,-0.13142552496999826,1.8014029392299982,56.03,43.16,24.182547999999997
508,49853,49853,18215,CsGe0.625Sn0.250Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.63,0.25,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.99,2867.75,1013.72,5.47,86.01,84.25,722.15,22.7,298.64,1.86,37.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8868796916577035,0.5051020408163265,4.096423757523503,0,0,1,0,0,1,0,-0.2482823835025008,-0.2427013962099996,1.9699246327250013,2.1826697585,4.17888576,7.589258675,5.249637549202876,-0.17532476715962508,1.794599865565376,54.16,44.65,24.182439999999996
685,50690,50690,18531,CsBa0.125Ge0.625Sn0.250Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.63,0.25,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.01,2920.63,1008.72,5.6,92.22,98.75,716.32,22.68,299.06,1.86,39.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8809074378418269,0.5153061224489796,4.107834568849016,0,0,1,0,0,1,0,-0.1870929439300002,-0.1825711308024996,1.952659085924996,2.1826697585,4.2238150005,7.589258675,5.260877596818546,-0.15545194614395197,1.7972071397810438,54.91,44.04,24.182363999999996
976,66771,66771,22803,CsGe0.375Sn0.500Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.38,0.5,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2810.0,837.12,5.97,97.54,84.5,708.78,16.55,287.66,1.85,41.75,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8663228776126575,0.5408163265306123,4.161114234380931,0,0,0,1,0,1,0,-0.260030230034999,-0.2492012630274997,1.940517255974998,2.1826697585,4.110895952,7.589258675,5.23244312795858,-0.17781550002891966,1.7627017559460783,55.54,43.54,24.182116
659,50100,50100,18430,CsCa0.125Ge0.500Sn0.375Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.5,0.38,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.99,2851.63,934.17,5.6,85.83,85.88,720.5,19.67,295.37,1.86,37.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8868796916577035,0.5051020408163265,4.096423757523503,0,0,1,0,0,1,0,-0.2600486920499996,-0.2544637571275011,1.9440704655000005,2.1826697585,4.178782117,7.589258675,5.249611509075745,-0.16242372367425573,1.7816467418257447,55.4,43.65,24.182100000000002
330,32813,32813,11960,CsGe0.375Sn0.500Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.38,0.5,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2810.0,837.12,5.97,97.54,84.5,708.78,16.55,287.66,1.85,41.75,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8663228776126575,0.5408163265306123,4.161114234380931,0,1,0,0,0,1,0,-0.2370552232025004,-0.2194073892425,1.6788249481000002,2.1826697585,4.110895952,7.589258675,5.23244312795858,-0.04696934609142078,1.6318556020085793,68.66,35.22,24.182052
177,16732,16732,5923,CsBa0.125Ge0.625Sn0.250Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.63,0.25,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.01,2920.63,1008.72,5.6,92.22,98.75,716.32,22.68,299.06,1.86,39.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8809074378418269,0.5153061224489796,4.107834568849016,1,0,0,0,0,1,0,-0.1526495060694999,-0.1116447151179995,1.7664563287499944,2.1826697585,4.2238150005,7.589258675,5.260877596818546,-0.062350567556451186,1.704105761193543,64.45,37.52,24.18164
145,16170,16170,5822,CsCa0.125Ge0.750Sn0.125Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.75,0.13,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.92,2909.38,1110.77,5.1,74.31,85.63,733.88,25.82,306.36,1.88,32.75,4.13,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.908435795274384,0.4693877551020408,4.098272709872914,1,0,0,0,0,1,0,-0.2547874684975002,-0.2073489343550002,1.797351197100001,2.1826697585,4.2468237465,7.589258675,5.266596753602075,-0.07207884494792605,1.725272352152075,62.94,38.42,24.181548
662,50118,50118,18442,CsCa0.125Ge0.625Sn0.250Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.63,0.25,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.96,2880.5,1022.47,5.35,80.07,85.75,727.19,22.74,300.86,1.87,35.0,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8959914693117212,0.4897959183673469,4.089385411558496,0,0,1,0,0,1,0,-0.2512624395899998,-0.2434685293300001,2.0011779274499992,2.1826697585,4.212777021,7.589258675,5.25812509677121,-0.1824638669537897,1.8187140604962095,52.58,45.99,24.181542
688,50700,50700,18539,CsBa0.125Ge0.750Sn0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.75,0.13,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.97,2949.5,1097.02,5.35,86.46,98.63,723.01,25.75,304.55,1.86,37.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8929334779488827,0.4948979591836734,4.09040869482819,0,0,1,0,0,1,0,-0.2009063555350001,-0.190902602985,2.000343351300001,2.1826697585,4.257861726,7.589258675,5.26933160897897,-0.17084006667103124,1.8295032846289698,52.58,45.99,24.181542
363,33139,33139,12238,CsCa0.125Ge0.625Sn0.250Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.63,0.25,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.96,2880.5,1022.47,5.35,80.07,85.75,727.19,22.74,300.86,1.87,35.0,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8959914693117212,0.4897959183673469,4.089385411558496,0,1,0,0,0,1,0,-0.2466840871950001,-0.232402265395,1.7746390072500005,2.1826697585,4.212777021,7.589258675,5.25812509677121,-0.0691944068537903,1.70544460039621,64.04,37.76,24.181504
403,33721,33721,12361,CsBa0.125Ge0.750Sn0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.75,0.13,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.97,2949.5,1097.02,5.35,86.46,98.63,723.01,25.75,304.55,1.86,37.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8929334779488827,0.4948979591836734,4.09040869482819,0,1,0,0,0,1,0,-0.1789564998699999,-0.1612743223207505,1.7488012762250031,2.1826697585,4.257861726,7.589258675,5.26933160897897,-0.04506902913353228,1.7037322470914709,65.32,37.02,24.181464000000002
656,50072,50072,18411,CsCa0.125Ge0.375Sn0.500Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.38,0.5,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.03,2822.75,845.87,5.84,91.59,86.0,713.81,16.59,289.88,1.86,39.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8750150803980687,0.5255102040816326,4.124800123392641,0,0,1,0,0,1,0,-0.2574847062150004,-0.2521386669449996,1.9178219998999968,2.1826697585,4.144735391499999,7.589258675,5.241029226946858,-0.15788177300314088,1.7599402268968558,56.79,42.58,24.181182
988,66862,66862,22877,CsGe0.875Sn0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.88,0.13,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.91,3078.13,1123.2,5.57,78.37,120.13,755.41,28.72,328.81,2.0,34.25,4.13,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9116010767910194,0.4642857142857143,4.103707806187543,0,0,0,1,0,1,0,-0.3338854954325013,-0.3349721778625007,1.8406540082250031,2.1826697585,4.537179611,7.589258675,5.336719958573146,-0.02360704553935622,1.817046962685647,60.74,39.81,24.180594
173,16715,16715,5909,CsBa0.125Ge0.500Sn0.375Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.5,0.38,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.04,2891.75,920.42,5.85,97.99,98.88,709.64,19.6,293.56,1.85,41.75,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8720983634634085,0.5306122448979592,4.135426831529346,1,0,0,0,0,1,0,-0.1652814984912503,-0.1159602520224999,1.6916344251,2.1826697585,4.189871918,7.589258675,5.252394877246633,-0.03342233530336702,1.658212089796633,67.98,35.57,24.180486000000002
405,33725,33725,12365,CsBa0.125Ge0.875Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.88,0.0,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.94,2978.38,1185.31,5.1,80.7,98.5,729.7,28.83,310.04,1.87,35.0,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.902170720824216,0.4795918367346938,4.091248834223286,0,1,0,0,0,1,0,-0.1534029159357499,-0.1380279272795001,1.8695310375749945,2.1826697585,4.29185663,7.589258675,5.277718967973896,-0.0970465508136018,1.7724844867613927,59.28,40.79,24.180312
354,33093,33093,12202,CsCa0.125Ge0.375Sn0.500Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.38,0.5,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.03,2822.75,845.87,5.84,91.59,86.0,713.81,16.59,289.88,1.86,39.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8750150803980687,0.5255102040816326,4.124800123392641,0,1,0,0,0,1,0,-0.2559092485774994,-0.2447920380624998,1.7175707608499966,2.1826697585,4.144735391499999,7.589258675,5.241029226946858,-0.05775615347814078,1.6598146073718558,66.87,36.16,24.180191999999998
344,32902,32902,12028,CsGe0.875Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.88,0.0,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.92,2925.5,1190.31,4.97,74.49,84.0,735.52,28.85,309.63,1.88,32.75,4.13,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.908435795274384,0.4693877551020408,4.098272709872914,0,1,0,0,0,1,0,-0.2457028498224997,-0.2305378322150002,1.8753455895249973,2.1826697585,4.246875568,7.589258675,5.26660960657775,-0.11106318818474936,1.7642824013402478,58.99,40.99,24.180001
182,16746,16746,5936,CsBa0.125Ge0.875Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.88,0.0,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.94,2978.38,1185.31,5.1,80.7,98.5,729.7,28.83,310.04,1.87,35.0,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.902170720824216,0.4795918367346938,4.091248834223286,1,0,0,0,0,1,0,-0.1361678940902498,-0.0859539817887499,1.9062453433250024,2.1826697585,4.29185663,7.589258675,5.277718967973896,-0.11540370368860575,1.7908416396363966,57.38,42.14,24.179932000000004
979,66804,66804,22828,CsGe0.500Sn0.375Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.5,0.38,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.02,2838.88,925.42,5.72,91.77,84.38,715.46,19.63,293.15,1.86,39.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8779513726141697,0.5204081632653061,4.115611491391544,0,0,0,1,0,1,0,-0.2681702455124993,-0.2657641964624994,1.9951856531249947,2.1826697585,4.144890856,7.589258675,5.241068543413979,-0.19652428314851877,1.798661369976476,52.91,45.7,24.17987
118,15895,15895,5583,CsGe0.625Sn0.250Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.63,0.25,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.99,2867.75,1013.72,5.47,86.01,84.25,722.15,22.7,298.64,1.86,37.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8868796916577035,0.5051020408163265,4.096423757523503,1,0,0,0,0,1,0,-0.2219254298550007,-0.1806225403724994,1.7854952462250036,2.1826697585,4.17888576,7.589258675,5.249637549202876,-0.08311007390962621,1.7023851723153773,63.53,38.06,24.179518
180,16742,16742,5932,CsBa0.125Ge0.750Sn0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.75,0.13,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.97,2949.5,1097.02,5.35,86.46,98.63,723.01,25.75,304.55,1.86,37.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8929334779488827,0.4948979591836734,4.09040869482819,1,0,0,0,0,1,0,-0.1654252002074995,-0.1189593041015,1.7862069028999985,2.1826697585,4.257861726,7.589258675,5.26933160897897,-0.06377184247102996,1.7224350604289684,63.53,38.06,24.179518
342,32892,32892,12020,CsGe0.750Sn0.125Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.75,0.13,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.95,2896.63,1102.02,5.22,80.25,84.13,728.84,25.77,304.13,1.87,35.0,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8990704777973284,0.4846938775510204,4.089668629959058,0,1,0,0,0,1,0,-0.2383387434475003,-0.2201214728549997,1.7825256958999982,2.1826697585,4.2129324855,7.589258675,5.258163904413709,-0.07309894353629054,1.7094267523637077,63.68,37.97,24.179296
142,16160,16160,5814,CsCa0.125Ge0.625Sn0.250Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.63,0.25,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.96,2880.5,1022.47,5.35,80.07,85.75,727.19,22.74,300.86,1.87,35.0,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8959914693117212,0.4897959183673469,4.089385411558496,1,0,0,0,0,1,0,-0.2345429385150003,-0.1936851309249996,1.817467569599996,2.1826697585,4.212777021,7.589258675,5.25812509677121,-0.09060868802878808,1.726858881571208,62.03,38.98,24.179294
121,15913,15913,5597,CsGe0.750Sn0.125Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.75,0.13,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.95,2896.63,1102.02,5.22,80.25,84.13,728.84,25.77,304.13,1.87,35.0,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8990704777973284,0.4846938775510204,4.089668629959058,1,0,0,0,0,1,0,-0.2252209067850005,-0.1790197056425001,1.815517627900003,2.1826697585,4.2129324855,7.589258675,5.258163904413709,-0.0895949095362929,1.72592271836371,62.03,38.98,24.179294
349,33067,33067,12186,CsCa0.125Ge0.250Sn0.625Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.25,0.63,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2793.88,757.58,6.09,97.36,86.13,707.13,13.52,284.39,1.85,41.75,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8663228776126575,0.5408163265306123,4.161114234380931,0,1,0,0,0,1,0,-0.2525994968875001,-0.2289511533924993,1.6987784697249977,2.1826697585,4.110792309,7.589258675,5.232416743852607,-0.056972491009892434,1.6418059787151051,67.71,35.71,24.179240999999998
138,16142,16142,5799,CsCa0.125Ge0.500Sn0.375Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.5,0.38,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.99,2851.63,934.17,5.6,85.83,85.88,720.5,19.67,295.37,1.86,37.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8868796916577035,0.5051020408163265,4.096423757523503,1,0,0,0,0,1,0,-0.2507696976074998,-0.2091918660249996,1.7791040148250064,2.1826697585,4.178782117,7.589258675,5.249611509075745,-0.07994049833675865,1.6991635164882477,63.78,37.91,24.178997999999996
652,50046,50046,18397,CsCa0.125Ge0.250Sn0.625Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.25,0.63,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2793.88,757.58,6.09,97.36,86.13,707.13,13.52,284.39,1.85,41.75,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8663228776126575,0.5408163265306123,4.161114234380931,0,0,1,0,0,1,0,-0.2575256438174995,-0.2398564439875002,1.8906557955499992,2.1826697585,4.110792309,7.589258675,5.232416743852607,-0.15291115392239318,1.737744641627606,58.15,41.58,24.17877
1133,67051,67051,23045,CsCa0.125Ge0.375Sn0.500Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.38,0.5,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.03,2822.75,845.87,5.84,91.59,86.0,713.81,16.59,289.88,1.86,39.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8750150803980687,0.5255102040816326,4.124800123392641,0,0,0,1,0,1,0,-0.2792250487974999,-0.2747771587149995,1.975089965800002,2.1826697585,4.144735391499999,7.589258675,5.241029226946858,-0.1865157559531435,1.7885742098468587,53.85,44.9,24.178649999999998
367,33149,33149,12247,CsCa0.125Ge0.750Sn0.125Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.75,0.13,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.92,2909.38,1110.77,5.1,74.31,85.63,733.88,25.82,306.36,1.88,32.75,4.13,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.908435795274384,0.4693877551020408,4.098272709872914,0,1,0,0,0,1,0,-0.2665479111949997,-0.2455456296925003,1.7611820178749986,2.1826697585,4.2468237465,7.589258675,5.266596753602075,-0.0539942553354249,1.7071877625395737,64.7,37.37,24.17839
1157,67652,67652,23149,CsBa0.125Ge0.500Sn0.375Br3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.5,0.38,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.04,2891.75,920.42,5.85,97.99,98.88,709.64,19.6,293.56,1.85,41.75,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8720983634634085,0.5306122448979592,4.135426831529346,0,0,0,1,0,1,0,-0.1992679808229998,-0.1900991519699996,1.9197822471500023,2.1826697585,4.189871918,7.589258675,5.252394877246633,-0.14749624632836822,1.7722860008216341,56.65,42.68,24.17822
1130,67025,67025,23031,CsCa0.125Ge0.250Sn0.625Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.25,0.63,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2793.88,757.58,6.09,97.36,86.13,707.13,13.52,284.39,1.85,41.75,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8663228776126575,0.5408163265306123,4.161114234380931,0,0,0,1,0,1,0,-0.2745619751225,-0.2574543027874996,1.9219836839250009,2.1826697585,4.110792309,7.589258675,5.232416743852607,-0.16857509810989402,1.753408585815107,56.65,42.68,24.17822
