,Unnamed: 0.1,Unnamed: 0,Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period,t,o,tao,Cubic,Tetra,Ortho,Hex,PBE,HSE,Expt,Decomp(PBE),Decomp(HSE),Band gap(HSE-mf1),A_En_mull,B_En_mull,X_En_mull,x(S),CBM,VBM,n_abs(%),n_cu(%),n_STH(%)
792,60412,60412,21181,FACa0.375Ge0.125Sn0.500I3,0.0,0.0,0.0,0.0,1.0,0.38,0.0,0.0,0.13,0.5,0.0,0.0,0.0,1.0,2.53,319.0,354.0,1.1,45.06,8.6,849.1,6.5,29.0,2.57,91.0,8.0,1.06,2485.25,821.0,4.9,83.46,17.0,670.74,10.77,244.97,1.61,36.5,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53.0,5.0,1.025955544482322,0.4818181818181818,3.819067732557482,0,0,0,1,0,1,0,0.0663131355027074,0.0237024312055696,2.3520064042499955,4.444730055,3.563971841,6.755968955,5.467244771191166,-0.14875843093383212,2.2032479733161634,35.83,40.1,14.36783
108,15833,15833,5534,CsGe0.375Sn0.500Sr0.125Cl3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.38,0.5,0.0,1.0,0.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2810.0,837.12,5.97,97.54,84.5,708.78,16.55,287.66,1.85,41.75,4.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17.0,3.0,0.8746442763805726,0.5856353591160222,4.019604800418667,1,0,0,0,0,1,0,-0.319350976945,-0.1912111677874998,2.255336864075007,2.1826697585,4.110895952,8.290921785,5.517554022849232,-0.05011440918827148,2.2052224548867354,40.2,35.74,14.367480000000002
1021,66897,66897,22912,CsGeBr0.375Cl2I0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.667,0.125,0.208,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.91,296.25,228.59,3.56,60.06,334.63,1186.64,4.42,12.99,3.03,26.75,3.54,0.9283955940039202,0.4554973821989529,4.080792380628502,0,0,0,1,0,1,0,-0.3762336565375005,-0.2853821668375004,2.357296487675005,2.1826697585,4.571174515,7.8834493304999995,5.468055764694517,-0.1505924791429858,2.2067040085320193,35.43,40.55,14.366864999999997
947,66561,66561,22692,Cs0.625FA0.125Rb0.250GeBr3,0.0,0.25,0.63,0.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.81,870.13,310.87,1.69,110.06,41.23,441.7,2.71,63.26,1.02,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9419761714039872,0.4438775510204081,4.092746968754035,0,0,0,1,0,1,0,-0.3338401918475001,-0.3495623364325004,2.313919461324996,2.5026156995,4.571174515,7.589258675,5.492929268563241,-0.10403046209925715,2.209888999225739,37.45,38.13,14.279685000000002
922,66267,66267,22565,Cs0.500K0.125MA0.125Rb0.250GeBr3,0.13,0.25,0.5,0.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.73,874.75,293.61,1.51,96.72,41.6,456.74,2.69,63.76,1.02,48.25,5.63,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9219872871301624,0.4438775510204081,4.145735869352808,0,0,0,1,0,1,0,-0.3180755547824996,-0.3299492376200001,2.243535225800004,2.5824726310000004,4.571174515,7.589258675,5.527545412769433,-0.03422220013056965,2.2093130256694344,40.75,35.04,14.278799999999999
1106,66982,66982,22997,CsGeBr2Cl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333,0.667,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.91,300.96,234.69,3.15,65.09,332.67,1176.97,4.59,13.22,3.03,29.0,3.67,0.9283955940039202,0.4554973821989529,4.080792380628502,0,0,0,1,0,1,0,-0.410084763774999,-0.3506311320875011,2.4078027854250013,2.1826697585,4.571174515,7.823180926,5.442935541235999,-0.2009658514765016,2.2068369339485,33.26,42.93,14.278517999999998
1137,67095,67095,23073,CsCa0.125Ge0.625Sn0.125Sr0.125Br3,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.63,0.13,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.97,2727.88,1089.58,4.75,76.18,49.63,707.3,22.87,281.68,1.74,33.5,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.8929334779488827,0.4948979591836734,4.09040869482819,0,0,0,1,0,1,0,-0.2519354453124999,-0.2338527536425003,2.408303803275002,2.1826697585,3.9225247994999997,7.589258675,5.183586609262543,-0.4605652923749588,1.9477385109000434,33.26,42.93,14.278517999999998
172,16714,16714,5908,CsBa0.125Ge0.500Sn0.375Cl3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.5,0.38,0.0,1.0,0.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.04,2891.75,920.42,5.85,97.99,98.88,709.64,19.6,293.56,1.85,41.75,4.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17.0,3.0,0.8807821309516644,0.574585635359116,3.991196062298577,1,0,0,0,0,1,0,-0.2623423176749996,-0.1208861192115003,2.2251621420999954,2.1826697585,4.189871918,8.290921785,5.538592924153093,-0.013988146896904974,2.21117399520309,41.75,34.2,14.278500000000001
871,64930,64930,22096,Cs0.250MA0.125Rb0.625GeBr3,0.0,0.63,0.25,0.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.71,870.0,293.36,1.51,90.65,41.76,461.59,2.75,63.17,1.03,46.0,5.5,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9169900660617064,0.4438775510204081,4.161495723386933,0,0,0,1,0,1,0,-0.2796697183325003,-0.2836467451274996,2.225822427175003,2.6084352025,4.571174515,7.589258675,5.538615086603578,-0.014296126983924129,2.2115263001910788,41.75,34.2,14.278500000000001
939,66516,66516,22671,Cs0.625MA0.125Rb0.250GeBr3,0.0,0.25,0.63,0.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.76,863.63,289.2,1.64,108.44,41.24,451.35,2.66,62.62,1.02,52.75,5.88,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9294831187328468,0.4438775510204081,4.124088110231664,0,0,0,1,0,1,0,-0.3240942138424992,-0.3379255845300002,2.271821222125001,2.5526752685000003,4.571174515,7.589258675,5.514730426806479,-0.061180184256021786,2.2106410378689794,39.43,36.21,14.277603
585,49960,49960,18320,CsGeBrCl1.875I0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.333,0.042,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.88,279.17,212.37,3.25,54.08,338.5,1203.92,4.09,12.15,3.07,24.5,3.42,0.9308096537801098,0.4627659574468085,4.046309622007811,0,0,1,0,0,1,0,-0.4143040934025012,-0.2735061960675005,2.2731750644749966,2.1826697585,4.571174515,7.993051803,5.513542710668406,-0.06304482156909264,2.2101302429059038,39.43,36.21,14.277603
605,49980,49980,18340,CsGeBr1.375Cl1.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.542,0.458,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.88,281.65,215.15,3.17,55.83,337.71,1200.13,4.16,12.27,3.07,25.25,3.46,0.9308096537801098,0.4627659574468085,4.046309622007811,0,0,1,0,0,1,0,-0.4166257180099999,-0.2894500646049996,2.290318270975001,2.1826697585,4.571174515,7.969317556000001,5.503713853585619,-0.0814452819018816,2.20887298907312,38.64,36.95,14.27748
929,66343,66343,22597,Cs0.500FA0.125K0.125Rb0.250GeBr3,0.13,0.25,0.5,0.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.78,881.25,315.28,1.56,98.34,41.59,447.09,2.73,64.41,1.02,50.5,5.75,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.934480339801303,0.4438775510204081,4.110880586611081,0,0,0,1,0,1,0,-0.3277004360400008,-0.3407855402199997,2.289292506574999,2.532413062,4.571174515,7.589258675,5.505947712475098,-0.07869854081240146,2.2105939657625973,38.64,36.95,14.27748
168,16698,16698,5897,CsBa0.125Ge0.375Sn0.500Cl3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.38,0.5,0.0,1.0,0.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.08,2862.88,832.12,6.1,103.75,99.0,702.95,16.53,288.07,1.84,44.0,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17.0,3.0,0.868591374813925,0.5966850828729282,4.054055077700078,1,0,0,0,0,1,0,-0.2409068645624997,-0.1178161596615,2.240267721624997,2.1826697585,4.1558251925,8.290921785,5.5295622477970685,-0.03057161301543032,2.209696108609567,40.98,34.84,14.277432000000001
570,49945,49945,18305,CsGeBr0.750Cl2I0.250,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.667,0.25,0.083,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.88,280.54,213.49,3.33,54.19,338.29,1203.07,4.11,12.22,3.07,24.5,3.42,0.9308096537801098,0.4627659574468085,4.046309622007811,0,0,1,0,0,1,0,-0.4038071411625007,-0.2637239675749999,2.2758351317,2.1826697585,4.571174515,7.987558723999999,5.511268949118501,-0.06664861673149902,2.209186514968501,39.19,36.43,14.276917
544,49919,49919,18279,CsGeBr0.375Cl2.125I0.500,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.708,0.125,0.167,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.89,287.15,219.65,3.49,56.25,336.86,1196.75,4.23,12.55,3.05,25.25,3.46,0.9299991361257852,0.4603174603174603,4.057803874881374,0,0,1,0,0,1,0,-0.3954817205825007,-0.2556615550449994,2.312489729350001,2.1826697585,4.571174515,7.9473970615,5.494625703984703,-0.1016191606902983,2.2108705686597028,37.63,37.94,14.276822
526,49900,49900,18260,CsGeBr0.125Cl2.250I0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.042,0.208,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.9,288.52,220.77,3.57,56.36,336.65,1195.9,4.24,12.62,3.05,25.25,3.46,0.9291944705844882,0.4578947368421053,4.069298127754938,0,0,1,0,0,1,0,-0.3565300102024999,-0.2298735908674996,2.3122843026,2.1826697585,4.571174515,7.941903982500001,5.49234672485677,-0.10379542644323081,2.2084888761567694,37.63,37.94,14.276822
498,49767,49767,18149,CsGe0.250Sn0.625Sr0.125Cl3,0.0,0.0,1.0,0.0,0.0,0.0,0.13,0.0,0.25,0.63,0.0,1.0,0.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.09,2781.13,748.83,6.22,103.3,84.63,702.09,13.47,282.17,1.85,44.0,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17.0,3.0,0.8655962321421528,0.6022099447513812,4.073646375642737,0,0,1,0,0,1,0,-0.3161209236425013,-0.2430367118149997,2.286143830499999,2.1826697585,4.076901048,8.290921785,5.50839824489079,-0.07467367035920991,2.211470160140789,38.79,36.8,14.274719999999997
70,9415,9415,3722,FACa0.375Sn0.625I3,0.0,0.0,0.0,0.0,1.0,0.38,0.0,0.0,0.0,0.63,0.0,0.0,0.0,1.0,2.53,319.0,354.0,1.1,45.06,8.6,849.1,6.5,29.0,2.57,91.0,8.0,1.09,2456.38,732.7,5.15,89.22,17.13,664.05,7.7,239.48,1.6,38.75,4.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53.0,5.0,1.0166003267514805,0.4954545454545454,3.774864334618945,1,0,0,0,0,1,0,0.0692155645040002,0.0499873727323925,2.399307296699998,4.444730055,3.529976937,6.755968955,5.4567748977662935,-0.18287875058370595,2.2164285461162923,33.67,42.06,14.161602000000002
1092,66968,66968,22983,CsGeBr1.625Cl1.250I0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.417,0.542,0.042,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.91,298.47,231.91,3.23,63.34,333.46,1180.75,4.52,13.1,3.03,28.25,3.63,0.9283955940039202,0.4554973821989529,4.080792380628502,0,0,0,1,0,1,0,-0.4133334330525003,-0.335989376020001,2.3994793756,2.1826697585,4.571174515,7.8468633515,5.452815715352892,-0.18692397244710857,2.2125554031528916,33.67,42.06,14.161602000000002
649,50025,50025,18384,CsCa0.125Ge0.125Sn0.750Cl3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.13,0.75,0.0,1.0,0.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.1,2765.0,669.28,6.34,103.12,86.25,700.44,10.44,278.9,1.85,44.0,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17.0,3.0,0.8626216746433826,0.6077348066298343,4.094875930120892,0,0,1,0,0,1,0,-0.310836317357499,-0.2626865396075002,2.2910186082250017,2.1826697585,4.0767455835,8.290921785,5.508356233891191,-0.07715307022131035,2.2138655380036916,38.64,36.65,14.16156
599,49974,49974,18334,CsGeBr1.250Cl1.750,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.583,0.417,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.87,277.79,211.25,3.17,53.97,338.72,1204.77,4.08,12.09,3.08,24.5,3.42,0.931626087621692,0.4652406417112299,4.0348153691342485,0,0,1,0,0,1,0,-0.4170462450675,-0.2846027287174994,2.275434917625004,2.1826697585,4.571174515,7.9985967035,5.515837288974767,-0.061880169837735366,2.213554747787269,39.19,36.13,14.159347
67,8829,8829,3515,FACa0.125Sn0.625Sr0.250I3,0.0,0.0,0.0,0.0,1.0,0.13,0.25,0.0,0.0,0.63,0.0,0.0,0.0,1.0,2.53,319.0,354.0,1.1,45.06,8.6,849.1,6.5,29.0,2.57,91.0,8.0,1.16,2430.88,715.2,5.4,101.11,14.13,653.98,7.62,235.04,1.59,43.25,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53.0,5.0,0.9954211532774908,0.5272727272727272,3.69346945593386,1,0,0,0,0,1,0,0.0742566616441749,0.0544119566543466,2.416045132949994,4.444730055,3.4622462365,6.755968955,5.43567216108919,-0.21235040538580718,2.203694727564187,33.02,42.88,14.158976000000003
881,65145,65145,22165,Cs0.250FA0.125K0.125Rb0.500GeBr3,0.13,0.5,0.25,0.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.74,885.5,318.05,1.48,86.48,41.94,453.91,2.8,64.77,1.03,46.0,5.5,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9244858976643906,0.4438775510204081,4.138263644996318,0,0,0,1,0,1,0,-0.2967009401149994,-0.3032054175149993,2.267073376450006,2.5695690775,4.571174515,7.589258675,5.522010565383494,-0.051526122841509814,2.2155472536084964,39.58,35.77,14.157766000000002
517,49890,49890,18250,CsGeCl2.375I0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.792,0.0,0.208,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.89,284.66,216.86,3.57,54.51,337.65,1200.54,4.16,12.43,3.06,24.5,3.42,0.9299991361257852,0.4603174603174603,4.057803874881374,0,0,1,0,0,1,0,-0.3636699827524995,-0.2285990635724993,2.3140411910249985,2.1826697585,4.571174515,7.9711313085,5.5044653799509105,-0.09255521556158919,2.221485975463409,37.45,37.57,14.069965000000002
1127,67004,67004,23018,CsCa0.125Ge0.125Sn0.750Cl3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.13,0.75,0.0,1.0,0.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.1,2765.0,669.28,6.34,103.12,86.25,700.44,10.44,278.9,1.85,44.0,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17.0,3.0,0.8626216746433826,0.6077348066298343,4.094875930120892,0,0,0,1,0,1,0,-0.3270340483950004,-0.2797508917924999,2.305880397800005,2.1826697585,4.0767455835,8.290921785,5.508356233891191,-0.08458396500881205,2.221296432791193,37.86,37.16,14.068775999999998
786,60191,60191,21106,FACa0.250Ge0.125Sn0.500Sr0.125I3,0.0,0.0,0.0,0.0,1.0,0.25,0.13,0.0,0.13,0.5,0.0,0.0,0.0,1.0,2.53,319.0,354.0,1.1,45.06,8.6,849.1,6.5,29.0,2.57,91.0,8.0,1.09,2472.5,812.25,5.03,89.4,15.5,665.7,10.73,242.75,1.6,38.75,4.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53.0,5.0,1.0166003267514805,0.4954545454545454,3.774864334618945,0,0,0,1,0,1,0,0.0717038885849674,0.0294999865592572,2.4065223471749944,4.444730055,3.5300805800000004,6.755968955,5.456806940461691,-0.18645423312580656,2.220068114049188,33.43,42.08,14.067343999999999
304,28694,28694,10396,FABa0.375Sn0.625I3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,0.0,0.63,0.0,0.0,0.0,1.0,2.53,319.0,354.0,1.1,45.06,8.6,849.1,6.5,29.0,2.57,91.0,8.0,1.25,2576.75,691.45,5.91,125.69,56.13,631.46,7.5,234.06,1.56,52.25,5.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53.0,5.0,0.9694536449311216,0.5681818181818181,3.6306135417488794,0,1,0,0,0,1,0,0.0566557374056316,0.0081884356911935,2.386446276799996,4.444730055,3.5631945185,6.755968955,5.467006262955127,-0.16621687544487185,2.220229401355124,34.21,41.12,14.067151999999998
578,49953,49953,18313,CsGeBr0.875Cl2I0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.667,0.292,0.042,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.87,275.31,208.46,3.26,52.23,339.51,1208.55,4.01,11.97,3.08,23.75,3.38,0.931626087621692,0.4652406417112299,4.0348153691342485,0,0,1,0,0,1,0,-0.4154691546250007,-0.2723389456774998,2.267996635949999,2.1826697585,4.571174515,8.022279129,5.525630343708564,-0.048367974266435576,2.219628661683563,39.58,35.54,14.066732
1152,67625,67625,23132,CsBa0.125Ge0.250Sn0.625Cl3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.25,0.63,0.0,1.0,0.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.11,2834.0,743.83,6.35,109.51,99.13,696.26,13.45,282.58,1.84,46.25,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17.0,3.0,0.8596674908261108,0.6132596685082873,4.117794250377242,0,0,0,1,0,1,0,-0.2635914243649997,-0.195470605435,2.280075015074999,2.1826697585,4.1218302885,8.290921785,5.520486070126899,-0.05955143741060098,2.220523577664398,39.03,36.04,14.066412
674,50224,50224,18490,CsCa0.250Ge0.750Br3,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.9,2769.5,1186.63,4.38,64.48,51.0,719.03,25.98,289.39,1.76,29.0,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9147884931434356,0.4591836734693877,4.110422680718417,0,0,1,0,0,1,0,-0.2450028964799994,-0.2351307145849999,2.419507996674993,2.1826697585,3.9904109644999997,7.589258675,5.2014058849443945,-0.44834811339310243,1.9711598832818906,32.84,42.83,14.065372
128,16087,16087,5762,CsCa0.125Ge0.250Sn0.625Cl3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.25,0.63,0.0,1.0,0.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.06,2793.88,757.58,6.09,97.36,86.13,707.13,13.52,284.39,1.85,41.75,4.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17.0,3.0,0.8746442763805726,0.5856353591160222,4.019604800418667,1,0,0,0,0,1,0,-0.3229867655949998,-0.2074988938875002,2.284571624724997,2.1826697585,4.110792309,8.290921785,5.517526201098191,-0.06475961126430829,2.2198120134606887,38.79,36.26,14.065254
353,33092,33092,12201,CsCa0.125Ge0.375Sn0.500Cl3,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.38,0.5,0.0,1.0,0.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.03,2822.75,845.87,5.84,91.59,86.0,713.81,16.59,289.88,1.86,39.5,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17.0,3.0,0.8838834764831842,0.569060773480663,3.979169055431475,0,1,0,0,0,1,0,-0.3501317379274999,-0.2536114589750009,2.272972660425004,2.1826697585,4.144735391499999,8.290921785,5.5266079702796835,-0.04987835993281875,2.223094300492185,39.43,35.36,13.942447999999999
370,33155,33155,12252,CsCa0.250Sn0.750Cl3,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,1.11,2596.25,656.84,5.87,99.05,51.75,678.9,7.53,256.44,1.72,42.5,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17.0,3.0,0.8596674908261108,0.6132596685082873,4.117794250377242,0,1,0,0,0,1,0,-0.2647337668650004,-0.2359154006299999,2.423115786824999,2.1826697585,3.7863378974999997,8.290921785,5.427541724217187,-0.22401616919531264,2.1990996176296864,32.59,42.78,13.942002000000002
536,49910,49910,18270,CsGeBr0.250Cl2.250I0.500,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.083,0.167,1.74,944.0,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55.0,6.0,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.89,283.29,215.74,3.49,54.4,337.87,1201.38,4.14,12.36,3.06,24.5,3.42,0.9299991361257852,0.4603174603174603,4.057803874881374,0,0,1,0,0,1,0,-0.3955620812825005,-0.2553355542624993,2.3125915701750013,2.1826697585,4.571174515,7.9766243875,5.506741014063628,-0.08955477102387266,2.223036799151129,37.63,37.05,13.941915
751,56852,56852,19560,FA0.125Rb0.875GeBr3,0.0,0.88,0.0,0.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.73,880.75,317.8,1.48,80.42,42.1,458.76,2.86,64.18,1.04,43.75,5.38,0.87,3107.0,1211.5,5.32,72.61,120.0,762.1,31.8,334.3,2.01,32.0,4.0,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35.0,4.0,0.9219872871301624,0.4438775510204081,4.145735869352808,0,0,0,1,0,1,0,-0.2790518842850002,-0.2855097449499993,2.259945830625,2.595531649,4.571174515,7.589258675,5.5331244649760265,-0.03684845033647388,2.223097380288526,39.97,34.88,13.941536000000001
788,60293,60293,21146,FACa0.250Ge0.375Sn0.250Sr0.125I3,0.0,0.0,0.0,0.0,1.0,0.25,0.13,0.0,0.38,0.25,0.0,0.0,0.0,1.0,2.53,319.0,354.0,1.1,45.06,8.6,849.1,6.5,29.0,2.57,91.0,8.0,1.02,2530.25,988.84,4.53,77.88,15.25,679.08,16.88,253.74,1.61,34.25,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53.0,5.0,1.0387003338547731,0.4636363636363636,3.887319179808986,0,0,0,1,0,1,0,0.0883126999684001,0.050423264520054,2.368917796300004,4.444730055,3.5981222095,6.755968955,5.4776823893657856,-0.14677650878421677,2.222141287515787,35.02,39.81,13.941462000000001
